nomopera;ndias;v_codigbus;v_edad;ndias_ant;ndias_ant_area;ndias_ant_tipo;capacidad;marca;modelo;potencia;tipo;subtipo
Reparar Máquina de cobrar;1;ALS0260;7;6;6;-100;55;VOLVO;i6 13.35;338;Discrecional;Normal
Fuga gasoil;1;JAG0217;14;19;19;-100;55;VOLVO;TOURING;309;Discrecional;Normal
Bomba gasoil;1;JAG0217;14;19;19;-100;55;VOLVO;TOURING;309;Discrecional;Normal
Fuelles1Âº eje;1;THP0272;4;28;28;-100;40;CUMMINS;C10;226;Discrecional;Midibus
Condesadora a.a;1;JAG0013;14;4;4;-100;55;IVECO;Pb;279;Discrecional;Normal
Discos delanteros;1;THP0326;14;2;2;-100;56;MERCEDES BENZ;OC 500 REN1842;;NORMAL;55 PAX
Frenos 1Âº eje;1;THP0326;14;2;2;84;56;MERCEDES BENZ;OC 500 REN1842;;NORMAL;55 PAX
BATERIA;1;20052;8;1002;224;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
HIGIENIZACION;7;20135;3;3239;3239;-100;9;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO A;TNA A2
NEUMATICOS;1;20132;3;845;845;-100;6;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO B;SVB
CONVERTIDOR;17;20087;4;883;883;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO C;SAMU
PASTILLAS TRASERAS;1;20072;6;64;-100;601;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
NEUMATICOS;1;20117;3;835;835;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
NEUMATICOS;1;30242;3;130;130;18;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS DELANTERAS;1;20067;7;223;198;770;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
AMORTIGUADOR;1;30270;3;820;140;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
POLEA ALTERNADOR;1;20079;4;932;72;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Regeneracion filtro particulas;3;E672;3;34;34;1027;5;FORD;MONDEO 1.8 TD;;TURISMO;MONDEO
Regeneracion filtro particulas;3;E672;3;34;34;1027;5;FORD;MONDEO BA7;;TURISMO;
Fallo airbag;3;E672;3;34;34;1027;5;FORD;MONDEO 1.8 TD;;TURISMO;MONDEO
Fallo airbag;3;E672;3;34;34;1027;5;FORD;MONDEO BA7;;TURISMO;
Frenos 2º eje;2;ER088;4;5;5;82;;VOLKSWAGEN;MULTIVAN;;;
Timoneria cambio;2;A109;13;1;1;28;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Plataforma elevadora;2;B186;5;10;10;20;20;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 19 pax
Plataforma elevadora;2;B132;14;1;1;14;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;2;B185;5;14;14;14;20;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 19 pax
Paragolpes delantero;6;I707;15;4;4;5281;55;SCANIA;CENTURY;280;Discrecional;Normal
Paragolpes trasero;6;I707;15;4;4;2854;55;SCANIA;CENTURY;280;Discrecional;Normal
Fallo en ECAS;2;B145;12;3;3;1344;55;MAN;CELERIS;257;Discrecional;Normal
Instalaciones electricas;2;H082;17;1;1;47;54;MAN;TOURING STAR;338;Discrecional;Normal
Frenos 1º eje;2;H131;2;85;85;451;13;FORD;TRANSIT;114;Discrecional;Microbus
Compresor a.a;2;H094;13;15;15;1995;59;MAN;i4;228;Discrecional;Normal
Frenos 1º eje;5;H100;12;3;8;177;52;MAN;CITTOUR;228;Urbano;Normal
Discos delanteros;5;H100;12;3;8;4175;52;MAN;CITTOUR;228;Urbano;Normal
Limpiaparabrisas;1;T542;6;1991;1991;1991;7;VOLVO;XC 90;;TURISMO;
Rueda permutar;1;ESC0309;5;-100;-100;-100;9;RENAULT;TRAFIC;92;Discrecional;Microbus
Montar/desmontar rueda;1;ESC0309;5;-100;-100;-100;9;RENAULT;TRAFIC;92;Discrecional;Microbus
quitar/poner rueda en vehiculo;1;ESC0309;5;-100;-100;-100;9;RENAULT;TRAFIC;92;Discrecional;Microbus
Alineado de direccion;1;ESC0294;10;157;157;157;8;PEUGEOT;SCUDO;88;Discrecional;Microbus
Montar/desmontar rueda;1;ESC0294;10;157;255;255;8;PEUGEOT;SCUDO;88;Discrecional;Microbus
quitar/poner rueda en vehiculo;1;ESC0294;10;157;255;255;8;PEUGEOT;SCUDO;88;Discrecional;Microbus
Alineado de direccion;1;ESC0298;5;442;442;-100;59;MAN;TOURING;324;Discrecional;Normal
Tensores correas;1;THP0246;10;8;8;-100;55;VOLVO;i6;280;Discrecional;Normal
Alternador;1;THP0246;10;8;8;434;55;VOLVO;i6;280;Discrecional;Normal
Frenos 1Âº eje;1;THP0216;14;1;1;440;55;IVECO;DIVO;259;Discrecional;Normal
Tensores correas;1;THP0246;10;8;8;-100;55;VOLVO;i6;280;Discrecional;Normal
Alternador;1;THP0246;10;8;8;434;55;VOLVO;i6;280;Discrecional;Normal
PINCHAZO;1;20130;3;900;900;41;9;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO A;TNA A2
PASTILLAS DELANTERAS;1;30235;3;933;933;569;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PEDAL EMBRAGUE;1;30217;3;874;121;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
VALVULINA CAJA DE CAMBIOS;1;20121;3;136;136;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS DELANTERAS;1;20118;3;839;839;771;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;20118;3;839;839;771;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DISCOS TRASEROS;1;20118;3;839;839;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS DELANTERAS;1;20098;3;883;883;750;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;20098;3;883;883;750;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DISCOS TRASEROS;1;20098;3;883;883;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DISCOS DELANTEROS;1;20080;3;832;832;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
NEUMATICOS;1;20116;3;697;697;-100;6;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Caja cambios;1;58HC;16;126;126;5662;54;MAN;Pb;338;Discrecional;Normal
Fallo en retarde/intarde;5;B137;14;3;3;9;55;SCANIA;TITANIUM;279;Discrecional;Normal
Frenos 1º eje;6;C094;13;8;8;481;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Frenos 2º eje;6;C094;13;8;8;481;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Discos delanteros;6;C094;13;8;8;4831;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Discos traseros;6;C094;13;8;8;4831;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Bujes 1º eje;6;C094;13;8;8;4831;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Bujes 2º eje;6;C094;13;8;8;4831;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Timoneria direccion;6;C094;13;8;8;4831;53;MERCEDES BENZ;TOURISMO 15 RHD;300;Discrecional;Normal
Cartel escolar;2;X118;5;24;24;1709;39;CUMMINS;C10;226;Discrecional;Midibus
Ruido al ir en marcha;2;X118;5;24;24;1709;39;CUMMINS;C10;226;Discrecional;Midibus
Arranque;4;T272;13;4;4;2074;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Correas;4;B130;15;1;1;465;55;SCANIA;CENTURY;280;Discrecional;Normal
Tensores correas;4;B130;15;1;1;1533;55;SCANIA;CENTURY;280;Discrecional;Normal
Potencia motor;4;H087;15;5;5;5462;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Valvula disparo-secador;4;T352;19;2;2;6785;55;VOLVO;ATLANTIS;309;Discrecional;Normal
Frenos 1º eje;4;B130;15;1;1;320;55;SCANIA;CENTURY;280;Discrecional;Normal
Correas;4;T276;12;5;5;121;35;MAN;OPALIN;176;Discrecional;Midibus
Instalaciones electricas;1;JAG0217;14;1;1;709;55;VOLVO;TOURING;309;Discrecional;Normal
Culata del compresor del motor;1;THP0209;15;12;12;784;55;IVECO;DIVO;316;Discrecional;Normal
SENSOR DE PRESION;11;20092;3;131;131;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
HIGIENIZACION;11;20092;3;131;131;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Tacografo;1;J288;14;21;21;1572;35;MAN;DEXON;162;Discrecional;Midibus
Frenos 1º eje;9;E671;3;6;6;136;5;FORD;MONDEO BA7;;TURISMO;
Tacografo;1;F207;14;89;89;5202;66;SCANIA;HABIT;169;Urbano;Midibus
Valvula nivel 2º eje derecha;4;T352;19;2;2;6785;55;VOLVO;ATLANTIS;309;Discrecional;Normal
Plataforma elevadora;4;R084;3;22;22;38;;MERCEDES BENZ;SPRINTER;;AMBULANCIA;
Tacografo;1;58HC;16;1;1;5663;54;MAN;Pb;338;Discrecional;Normal
Tacografo;1;58HC;16;1;1;5663;54;MAN;Pb;338;Discrecional;Normal
Plataforma elevadora;3;H110;14;11;11;172;66;SCANIA;HABIT;169;Urbano;Midibus
Plataforma elevadora;2;B173;4;21;21;21;73;MAN;CITY VERSUS;235;Urbano;Normal
Plataforma elevadora;2;B127;16;6;6;28;32;VOLVO;HABIT;250;Urbano;Normal
Fuga de aire;2;H133;20;12;12;7320;103;SCANIA;CS40 CITY II;168;Urbano;Normal
Fuga de aire;2;B155;16;5;5;13;55;MERCEDES BENZ;DCR;310;Discrecional;Normal
Frenos 2º eje;2;B155;16;5;5;175;55;MERCEDES BENZ;DCR;310;Discrecional;Normal
Fuga de aire;2;S076;13;5;5;2607;53;MAN;LION'S COACH;324;Discrecional;Normal
Volante motor;5;E670;3;13;13;603;5;FORD;MONDEO BA7;;TURISMO;
Frenos 1º eje;2;C095;17;6;6;243;59;MAN;TOURING II;335;Discrecional;Normal
Cuadro;3;U292;10;5;5;938;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Aforador;3;U292;10;5;5;3727;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Radiador;3;B145;12;4;4;2675;55;MAN;CELERIS;257;Discrecional;Normal
Cambio filtro gasoil;2;B164;5;6;6;1809;59;MAN;i6 13.37;324;Discrecional;Normal
Probar vehiculo;2;B164;5;6;6;24;59;MAN;i6 13.37;324;Discrecional;Normal
Ventilador;3;X118;5;5;5;209;39;CUMMINS;C10;226;Discrecional;Midibus
Manguito/s motor;3;X115;16;7;7;1309;9;IVECO;WING;122;Discrecional;Microbus
Cambiar/limpiar filtros;3;B166;5;34;34;768;39;CUMMINS;C10;226;Discrecional;Midibus
Baterias;2;H082;17;4;4;242;54;MAN;TOURING STAR;338;Discrecional;Normal
Instalaciones electricas;2;E661;3;7;12;271;5;FORD;MONDEO;;TURISMO;
Fallo en ABS/EBS;2;T305;7;10;10;832;45;MAN;SC7;353;Discrecional;Normal
Fallo en EDC;2;T349;2;24;24;199;48;DAF;i6 13.37;320;Discrecional;Normal
Alargadera rueda;1;T322;5;5;19;1694;49;MAN;i6 15.37;324;Discrecional;Normal
Reparar Cigüeñal;1;ALS0202;17;36;36;-100;22;IVECO;TATTOO;107;;Microbus
Reparar Cigüeñal;1;ALS0202;17;36;36;-100;22;IVECO;TATTOO;107;;Microbus
Reparar Cigüeñal;1;ALS0202;17;36;36;-100;22;IVECO;TATTOO;107;;Microbus
PASTILLAS TRASERAS;1;20138;3;896;138;780;6;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO B;SVB
Fallo en ECAS;5;B145;12;3;3;3;55;MAN;CELERIS;257;Discrecional;Normal
Compresor a.a;2;20111;0;-100;-100;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
Timoneria direccion;3;E661;3;1;1;1175;5;FORD;MONDEO;;TURISMO;
Frenos 1º eje;3;E661;3;1;1;81;5;FORD;MONDEO;;TURISMO;
Frenos 2º eje;3;E661;3;1;1;395;5;FORD;MONDEO;;TURISMO;
Discos delanteros;3;E661;3;1;1;1175;5;FORD;MONDEO;;TURISMO;
Discos traseros;3;E661;3;1;1;1175;5;FORD;MONDEO;;TURISMO;
Rotulas direccion;2;I707;15;5;5;322;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambiar/limpiar filtros;2;B155;16;1;1;67;55;MERCEDES BENZ;DCR;310;Discrecional;Normal
Fuga refrigerante;2;A109;13;6;6;1196;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Fallo en EDC;10;I710;8;17;17;1268;59;SCANIA;TOURING;294;Discrecional;Normal
Pintar lateral derecho;4;ER088;4;7;7;1244;;VOLKSWAGEN;MULTIVAN;;;
Pintar lateral izquierdo;4;ER088;4;7;7;1244;;VOLKSWAGEN;MULTIVAN;;;
Paragolpes trasero;4;ER088;4;7;7;1244;;VOLKSWAGEN;MULTIVAN;;;
Plataforma elevadora;2;B132;14;5;5;5;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Potencia motor;2;H107;11;19;19;705;8;MERCEDES BENZ;CORVIS;120;Discrecional;Microbus
Cambiar/limpiar filtros;2;C091;12;19;19;1708;49;MAN;CELERIS;257;Discrecional;Normal
Frenos 1º eje;1;R033;12;13;13;4190;5;VOLVO;V 50;;TURISMO;
Anomalía detectada por el conductor;2;B133;14;-100;-100;-100;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;2;B133;14;13;13;20;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Entrada de agua;2;J289;14;6;6;21;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Tacografo;1;ALS0260;7;890;890;80;55;VOLVO;i6 13.35;338;Discrecional;Normal
Sujetar/Reparar Mámpara;1;JAG0011;16;8;8;-100;55;VOLVO;Pb;309;Discrecional;Normal
Cambiar junta carter;1;ALS0202;17;252;252;-100;22;IVECO;TATTOO;107;;Microbus
Ventilador;1;THP0245;10;18;18;-100;55;VOLVO;i6;280;Discrecional;Normal
Anomalía detectada por el conductor;;THP0230;13;-100;-100;-100;32;VOLVO;TITANIUM;338;Discrecional;Normal
NEUMATICOS;1;20064;10;864;153;-100;9;RENAULT;MASTER;;AMBULANCIA TIPO A;TNA A2
TRANSMISION LARGA;1;20080;3;874;874;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
COMPRESOR;8;20064;10;836;125;-100;9;RENAULT;MASTER;;AMBULANCIA TIPO A;TNA A2
CAMBIAR TRANSMISION CORTA;1;20080;3;874;23;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;30263;3;857;857;647;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
BOTELLA DE EXPANSION;1;20076;4;639;854;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;20096;3;909;909;767;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DISCOS TRASEROS;1;30262;3;842;842;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
TERMOSTATO;1;20076;4;639;639;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
TUBO CALEFACCION;1;20076;4;639;639;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
BATERIA;1;20148;7;10;10;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
PASTILLAS DELANTERAS;1;20081;3;703;52;703;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
FUGA DE AIRE;1;F177;13;19;39;98;84;SCANIA;CITTOUR;199;Urbano;Normal
FUGA DE LIQUIDO REFRIGERANTE;1;F195;8;14;14;140;90;CUMMINS;PROCITY;228;Urbano;Normal
FUGA DE ACEITE DE MOTOR;1;F159;15;12;21;2472;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUELLE  2º EJE IZQUIERDO DELANTERO;1;F159;15;12;21;-100;100;SCANIA;CS40 CITY II;191;Urbano;Normal
CAJA DE CAMBIOS;1;F179;13;13;14;817;85;SCANIA;CITY MAGNUS II;199;Urbano;Normal
LIMPIAR RADIADOR;1;F153;15;20;20;188;100;SCANIA;CS40 CITY II;191;Urbano;Normal
CORREAS;1;F178;13;12;12;84;85;SCANIA;CITY MAGNUS II;199;Urbano;Normal
CORREAS;1;F204;5;19;19;84;76;MAN;MAGNUS;235;Urbano;Normal
SUSPENSION;1;F154;15;14;14;39;100;SCANIA;CS40 CITY II;191;Urbano;Normal
PLATAFORMA ELEVADORA;1;F164;15;12;12;77;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Valvulas aire;2;C105;11;31;31;31;54;MERCEDES BENZ;SIDERAL 2000;315;Discrecional;Normal
Cambiar/limpiar filtros;3;X115;16;7;7;319;9;IVECO;WING;122;Discrecional;Microbus
Limitador;2;I707;15;5;5;5286;55;SCANIA;CENTURY;280;Discrecional;Normal
Manguito/s motor;2;A109;13;6;6;195;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Alineado de direccion;1;I707;15;5;5;475;55;SCANIA;CENTURY;280;Discrecional;Normal
Reparar pinchazo;1;E651;4;12;12;80;5;FORD;MONDEO BA7;;TURISMO;
Molduras;2;J288;14;15;15;5126;35;MAN;DEXON;162;Discrecional;Midibus
Paragolpes delantero;2;J288;14;15;15;784;35;MAN;DEXON;162;Discrecional;Midibus
Porton/es maletero;2;J288;14;15;15;729;35;MAN;DEXON;162;Discrecional;Midibus
Tacos motor;2;B162;13;1;1;4703;16;RENAULT;MASTER;88;Discrecional;Microbus
Bombin embrague;2;B162;13;1;1;4703;16;RENAULT;MASTER;88;Discrecional;Microbus
Limpiar carroceria;2;T340;3;9;9;985;45;MAN;LION'S COACH L;338;Discrecional;Normal
Plataforma elevadora;2;T252;14;13;13;22;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Cambiar/limpiar filtros;2;X116;14;7;7;14;23;IVECO;TOURING III;331;Discrecional;Normal
Fallo en EDC;2;H131;2;6;6;827;13;FORD;TRANSIT;114;Discrecional;Microbus
Potencia motor;3;H107;11;2;2;2;8;MERCEDES BENZ;CORVIS;120;Discrecional;Microbus
Valvula disparo-secador;2;C105;11;1;1;4088;54;MERCEDES BENZ;SIDERAL 2000;315;Discrecional;Normal
Correas;2;T286;12;96;96;475;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Regeneracion filtro particulas;2;J326;4;7;7;211;53;MERCEDES BENZ;i6 13.37;315;Discrecional;Normal
Fuga refrigerante;2;J307;7;7;7;117;71;MAN;i6 15.37;353;Discrecional;Normal
Instalaciones electricas;1;THP0195;17;39;39;468;55;IVECO;TOURING;259;Discrecional;Normal
Pinza freno;1;THP0195;17;39;39;-100;55;IVECO;TOURING;259;Discrecional;Normal
Regular suspension;1;JAG0010;17;907;907;569;55;RENAULT;Pb;317;Discrecional;Normal
VÁLVULA RECIRCULACION GASES;9;20148;7;73;73;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
FUGA DE LIQUIDO REFRIGERANTE;1;UT14;14;15;15;664;66;SCANIA;HABIT;169;Urbano;Midibus
CAJA DE CAMBIOS;1;UT10;14;1;14;1485;66;SCANIA;HABIT;169;Urbano;Midibus
CAJA DE CAMBIOS;1;58HC;16;14;14;49;54;MAN;Pb;338;Discrecional;Normal
LIMPIAR RADIADOR;1;F207;14;15;15;240;66;SCANIA;HABIT;169;Urbano;Midibus
LIMPIAR RADIADOR;1;F159;15;1;1;190;100;SCANIA;CS40 CITY II;191;Urbano;Normal
LIMPIAR RADIADOR;1;F178;13;1;1;15;85;SCANIA;CITY MAGNUS II;199;Urbano;Normal
LIMPIAR RADIADOR;1;F203;5;13;13;225;76;MAN;MAGNUS;235;Urbano;Normal
COMPRESOR A.A;1;UT11;12;1;1;-100;66;SCANIA;HABIT;169;Urbano;Midibus
PORTON/ES MALETERO;1;UT10;14;1;1;352;66;SCANIA;HABIT;169;Urbano;Midibus
Instalaciones electricas;3;20063;0;-100;-100;-100;9;RENAULT;MASTER;;AMBULANCIA TIPO A;TNA A2
Carga de gas;3;20063;0;-100;-100;-100;9;RENAULT;MASTER;;AMBULANCIA TIPO A;TNA A2
Compresor a.a;3;20063;0;-100;-100;-100;9;RENAULT;MASTER;;AMBULANCIA TIPO A;TNA A2
Reparar pinchazo;2;E652;4;12;26;26;5;FORD;MONDEO BA7;;TURISMO;
Valvulas aire;2;H088;15;8;8;2142;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Correas;2;X116;14;7;7;30;23;IVECO;TOURING III;331;Discrecional;Normal
Cambiar turbina/motor condensadora;2;T286;12;96;96;4219;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Fuga de aire;2;H101;11;9;9;147;24;MAN;CELERIS;257;Discrecional;Normal
Regeneracion filtro particulas;2;H131;2;6;170;827;13;FORD;TRANSIT;114;Discrecional;Microbus
Plataforma elevadora;2;B160;19;21;21;22;22;IVECO;MAGO 2;164;Discrecional;Microbus
Instalaciones electricas;;T360;2;-100;-100;-100;59;MERCEDES BENZ;TOURISMO RHD;290;Discrecional;Normal
Culatas motor;20;X115;16;12;12;1125;9;IVECO;WING;122;Discrecional;Microbus
Cuadro;2;T227;18;1;68;1801;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Mando emergencia;2;T227;18;1;68;6600;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Plataforma elevadora;2;R083;3;20;20;35;;MERCEDES BENZ;SPRINTER;;AMBULANCIA;
Cambiar/limpiar filtros;2;B148;10;1;1;611;83;MAN;AREA;206;Urbano;Normal
Cambiar turbina/motor condensadora;2;B148;10;1;1;255;83;MAN;AREA;206;Urbano;Normal
Cortinas;;B129;15;553;553;992;55;MAN;DIVO II;338;Discrecional;Normal
Correas;5;T352;19;8;8;31;55;VOLVO;ATLANTIS;309;Discrecional;Normal
Culata del compresor del motor;1;ESC0304;16;29;29;-100;54;VOLVO;SIDERAL 2000;309;Discrecional;Normal
Instalaciones electricas;1;THP0228;13;15;15;462;55;VOLVO;CENTURY;286;Discrecional;Normal
Carga de gas;1;THP0225;14;26;26;-100;16;MERCEDES BENZ;SPRINTER;135;Discrecional;Microbus
Cambiar/limpiar filtros;1;THP0225;14;26;26;-100;16;MERCEDES BENZ;SPRINTER;135;Discrecional;Microbus
Claxon;1;THP0225;14;26;26;-100;16;MERCEDES BENZ;SPRINTER;135;Discrecional;Microbus
Reparar perdida de aire;1;ALS0267;6;31;52;-100;71;VOLVO;i6 15.37;345;Discrecional;Normal
Fuelles 2Âº eje;1;JAG0019;5;3;3;-100;49;MAN;i6 13.37;324;Discrecional;Normal
Anomalía detectada por el conductor;1;JAG0013;14;1;1;-100;55;IVECO;Pb;279;Discrecional;Normal
CAMBIO ACEITE MOTOR Y FILTROS;1;E662;3;35;35;-100;5;FORD;MONDEO 1.8 TD;;TURISMO;MONDEO
CAMBIO ACEITE MOTOR Y FILTROS;1;E662;3;35;35;-100;5;FORD;MONDEO;;TURISMO;
CAMBIO ACEITE MOTOR Y FILTROS;1;E653;4;37;37;-100;5;FORD;MONDEO;;TURISMO;MONDEO
CAMBIO ACEITE MOTOR Y FILTROS;1;E653;4;37;37;-100;;FORD;MONDEO BA7;;TURISMO;
Cambiar/limpiar filtros;3;S076;13;3;3;26;53;MAN;LION'S COACH;324;Discrecional;Normal
Ventilador;4;ER667;5;44;44;1715;9;FORD;TOURNEO CUSTOM;;TURISMO;
Cambiar/limpiar filtros;4;H081;17;28;28;266;54;MAN;Pb;338;Discrecional;Normal
Probar vehiculo;4;B162;13;3;3;624;16;RENAULT;MASTER;88;Discrecional;Microbus
Alineado de direccion;1;B164;5;4;4;123;59;MAN;i6 13.37;324;Discrecional;Normal
Fuga de aire;4;T298;13;3;3;128;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Fuga refrigerante;4;J351;17;26;26;169;54;MERCEDES BENZ;TOURING II;310;Discrecional;Normal
Reparar pinchazo;1;B166;5;4;4;1718;39;CUMMINS;C10;226;Discrecional;Midibus
Regeneracion filtro particulas;4;B156;7;2;2;17;71;MAN;i6 15.37;353;Discrecional;Normal
Cambiar/limpiar filtros;4;J351;17;26;26;6219;54;MERCEDES BENZ;TOURING II;310;Discrecional;Normal
Porton/es maletero;4;T272;13;8;8;169;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Anomalía detectada por el conductor;4;T300;8;-100;-100;-100;55;VOLVO;SC7;315;Discrecional;Normal
Anomalía detectada por el conductor;4;T300;8;-100;-100;-100;55;VOLVO;SC7;315;Discrecional;Normal
Anomalía detectada por el conductor;4;T300;8;-100;-100;-100;55;VOLVO;SC7;315;Discrecional;Normal
Instalaciones electricas;1;ACV0220;14;7;7;446;55;VOLVO;DIVO II;309;Discrecional;Normal
Limpiaparabrisas;1;THP0199;17;1;1;14;55;IVECO;Pb;317;Discrecional;Normal
Reparar emisora o manoslibres;1;THP0247;10;32;32;716;55;VOLVO;i6;280;Discrecional;Normal
Reparar Máquina de cobrar;1;THP0247;10;32;32;-100;55;VOLVO;i6;280;Discrecional;Normal
Compresor a.a;1;JAG0013;14;2;2;-100;55;IVECO;Pb;279;Discrecional;Normal
Carga de gas;1;JAG0013;14;2;2;-100;55;IVECO;Pb;279;Discrecional;Normal
Soplar filtro aire;1;JAG0013;14;2;2;-100;55;IVECO;Pb;279;Discrecional;Normal
Cambio filtro aire;1;THP0277;4;42;42;-100;71;MAN;i6 15.37;338;Discrecional;Normal
Antivaho;1;JAG0013;14;2;2;-100;55;IVECO;Pb;279;Discrecional;Normal
Soplar filtro aire;1;THP0247;10;5;5;-100;55;VOLVO;i6;280;Discrecional;Normal
FRENOS 3º EJE;1;70HC;7;58;58;58;71;MAN;i6 15.37;353;Discrecional;Normal
FUGA DE AIRE;1;F161;15;15;15;227;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE LIQUIDO REFRIGERANTE;1;F161;15;15;15;64;100;SCANIA;CS40 CITY II;191;Urbano;Normal
CAJA DE CAMBIOS;1;82HC;17;23;23;-100;54;SCANIA;Pb;309;Discrecional;Normal
LIMPIAR RADIADOR;1;F161;15;15;15;17;100;SCANIA;CS40 CITY II;191;Urbano;Normal
PLATAFORMA ELEVADORA;1;F203;5;2;15;416;76;MAN;MAGNUS;235;Urbano;Normal
Cambiar/limpiar filtros;5;T355;17;19;26;232;23;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Fuelles1º eje;4;T300;8;39;39;1705;55;VOLVO;SC7;315;Discrecional;Normal
Fallo en EDC;3;T333;4;13;13;172;39;DAF;I6 13.35;320;Discrecional;Normal
Cambiar/limpiar filtros;3;B127;16;6;6;12;32;VOLVO;HABIT;250;Urbano;Normal
Fuga de aire;3;B148;10;3;3;268;83;MAN;AREA;206;Urbano;Normal
Frenos 1º eje;5;T252;14;4;4;181;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
